"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2022-9-30","2,288.97","2,335.54","2,339.19","2,288.19","948.93M","-1.89%"
"2022-9-29","2,333.00","2,343.28","2,359.12","2,321.56","989.45M","0.83%"
"2022-9-28","2,313.77","2,367.48","2,367.48","2,313.77","10.22K","-2.57%"
"2022-9-27","2,374.74","2,336.04","2,374.74","2,325.65","1.12B","2.22%"
"2022-9-26","2,323.05","2,288.23","2,358.48","2,285.64","1.03B","0.83%"
"2022-9-23","2,303.91","2,320.92","2,336.29","2,275.29","990.23M","-0.67%"
"2022-9-22","2,319.42","2,309.29","2,348.76","2,302.64","929.88M","-0.52%"
"2022-9-21","2,331.52","2,353.78","2,358.96","2,322.95","1.04B","-1.50%"
"2022-9-20","2,366.90","2,366.79","2,397.92","2,351.89","974.12M","0.70%"
"2022-9-19","2,350.38","2,360.58","2,389.48","2,339.03","1.22B","-0.72%"
"2022-9-16","2,367.40","2,418.44","2,430.23","2,366.89","1.76B","-2.34%"
"2022-9-15","2,424.19","2,512.45","2,515.21","2,404.44","1.33B","-3.18%"
"2022-9-14","2,503.82","2,512.28","2,527.28","2,486.08","971.71M","-1.83%"
"2022-9-13","2,550.63","2,566.84","2,569.11","2,537.28","1.01B","0.09%"
"2022-9-9","2,548.22","2,535.74","2,551.05","2,525.77","1.12B","1.00%"
"2022-9-8","2,523.01","2,570.05","2,572.12","2,521.54","1.09B","-1.86%"
"2022-9-7","2,570.80","2,525.15","2,584.85","2,522.38","1.11B","1.19%"
"2022-9-6","2,540.64","2,541.12","2,542.98","2,493.43","1.11B","0.10%"
"2022-9-5","2,538.20","2,528.71","2,553.11","2,519.89","1.04B","0.20%"
"2022-9-2","2,533.02","2,548.18","2,552.34","2,517.46","1.07B","-0.03%"
"2022-9-1","2,533.85","2,561.93","2,584.62","2,531.81","1.15B","-1.42%"
"2022-8-31","2,570.41","2,596.16","2,611.65","2,550.99","1.49B","-1.60%"
"2022-8-30","2,612.14","2,630.13","2,632.13","2,594.78","1.16B","-0.70%"
"2022-8-29","2,630.51","2,599.84","2,641.17","2,595.71","1.19B","-0.37%"
"2022-8-26","2,640.29","2,666.21","2,677.73","2,634.43","1.32B","-1.01%"
"2022-8-25","2,667.30","2,688.86","2,694.16","2,634.85","1.42B","-0.44%"
"2022-8-24","2,679.05","2,800.38","2,803.43","2,675.88","1.77B","-3.64%"
"2022-8-23","2,780.31","2,775.21","2,802.05","2,764.52","1.43B","0.05%"
"2022-8-22","2,779.02","2,730.42","2,782.67","2,715.16","1.57B","1.64%"
"2022-8-19","2,734.22","2,779.99","2,780.10","2,733.05","1.80B","-1.50%"
"2022-8-18","2,775.82","2,771.15","2,797.49","2,769.21","1.79B","-0.08%"
"2022-8-17","2,777.91","2,739.48","2,783.93","2,719.22","1.89B","1.70%"
"2022-8-16","2,731.39","2,725.93","2,759.52","2,718.17","1.41B","0.47%"
"2022-8-15","2,718.59","2,688.66","2,734.33","2,686.82","1.41B","1.03%"
"2022-8-12","2,690.83","2,712.69","2,717.68","2,689.67","1.48B","-1.13%"
"2022-8-11","2,721.49","2,672.18","2,724.85","2,650.88","2.27B","2.37%"
"2022-8-10","2,658.58","2,688.13","2,692.25","2,645.55","1.35B","-1.34%"
"2022-8-9","2,694.80","2,668.92","2,698.46","2,658.69","1.32B","0.71%"
"2022-8-8","2,675.69","2,668.99","2,679.68","2,647.25","1.31B","-0.29%"
"2022-8-5","2,683.60","2,648.05","2,686.23","2,637.24","1.58B","1.62%"
"2022-8-4","2,640.78","2,645.00","2,655.66","2,610.50","1.27B","0.45%"
"2022-8-3","2,628.82","2,687.25","2,716.22","2,620.39","1.63B","-1.86%"
"2022-8-2","2,678.62","2,692.12","2,716.04","2,651.85","1.90B","-2.02%"
"2022-8-1","2,733.74","2,662.76","2,734.64","2,641.18","1.56B","2.37%"
"2022-7-29","2,670.45","2,716.10","2,718.53","2,665.65","1.48B","-1.31%"
"2022-7-28","2,705.90","2,734.63","2,749.14","2,704.05","1.75B","-0.31%"
"2022-7-27","2,714.25","2,710.74","2,730.17","2,696.20","1.20B","0.03%"
"2022-7-26","2,713.46","2,708.74","2,729.38","2,682.21","1.00B","0.31%"
"2022-7-25","2,704.95","2,732.61","2,736.73","2,693.16","1.15B","-1.18%"
"2022-7-22","2,737.31","2,776.98","2,788.94","2,714.12","1.39B","-0.51%"
"2022-7-21","2,751.41","2,756.32","2,794.37","2,741.31","1.35B","-0.50%"
"2022-7-20","2,765.16","2,764.25","2,786.29","2,754.18","1.34B","0.52%"
"2022-7-19","2,750.87","2,799.38","2,799.38","2,736.67","1.47B","-1.77%"
"2022-7-18","2,800.36","2,778.40","2,812.67","2,736.26","1.63B","1.44%"
"2022-7-15","2,760.50","2,804.18","2,835.01","2,760.50","1.48B","-2.08%"
"2022-7-14","2,819.13","2,739.92","2,841.39","2,736.32","1.51B","2.63%"
"2022-7-13","2,746.86","2,708.10","2,762.51","2,674.47","1.35B","1.63%"
"2022-7-12","2,702.69","2,768.82","2,774.12","2,697.68","1.45B","-2.34%"
"2022-7-11","2,767.46","2,804.55","2,804.80","2,742.46","1.60B","-1.78%"
"2022-7-8","2,817.64","2,868.69","2,887.72","2,810.65","2.01B","-1.13%"
"2022-7-7","2,849.71","2,814.15","2,852.80","2,792.18","1.67B","1.68%"
"2022-7-6","2,802.72","2,826.35","2,858.05","2,776.70","1.74B","-0.79%"
"2022-7-5","2,825.13","2,845.74","2,867.43","2,780.36","1.96B","-0.34%"
"2022-7-4","2,834.69","2,764.62","2,834.69","2,748.13","1.88B","1.90%"
"2022-7-1","2,781.94","2,810.11","2,822.80","2,768.48","1.76B","-1.02%"
"2022-6-30","2,810.60","2,776.39","2,834.49","2,772.77","1.94B","1.52%"
"2022-6-29","2,768.61","2,817.12","2,845.46","2,764.40","2.32B","-2.53%"
"2022-6-28","2,840.42","2,827.35","2,850.29","2,771.93","2.05B","0.35%"
"2022-6-27","2,830.60","2,838.58","2,863.66","2,819.29","2.04B","0.22%"
"2022-6-24","2,824.44","2,779.41","2,824.44","2,761.46","1.87B","2.33%"
"2022-6-23","2,760.10","2,693.75","2,760.10","2,672.58","2.00B","3.09%"
"2022-6-22","2,677.29","2,701.63","2,721.81","2,677.01","1.88B","-0.58%"
"2022-6-21","2,692.98","2,707.98","2,723.03","2,664.69","1.82B","-0.63%"
"2022-6-20","2,710.14","2,672.77","2,741.59","2,672.32","1.88B","1.99%"
"2022-6-17","2,657.21","2,561.40","2,666.08","2,559.67","1.95B","2.77%"
"2022-6-16","2,585.47","2,575.96","2,616.82","2,574.95","2.04B","0.40%"
"2022-6-15","2,575.09","2,560.64","2,631.94","2,550.50","2.64B","1.05%"
"2022-6-14","2,548.31","2,515.51","2,551.08","2,461.54","1.97B","0.07%"
"2022-6-13","2,546.49","2,522.73","2,563.24","2,520.00","1.78B","-0.39%"
"2022-6-10","2,556.47","2,482.31","2,556.98","2,481.96","1.74B","2.25%"
"2022-6-9","2,500.21","2,558.33","2,561.41","2,491.82","1.57B","-2.95%"
"2022-6-8","2,576.33","2,558.15","2,576.33","2,507.11","1.81B","0.85%"
"2022-6-7","2,554.63","2,555.55","2,575.89","2,532.78","1.74B","0.00%"
"2022-6-6","2,554.66","2,456.16","2,562.02","2,455.95","2.09B","3.92%"
"2022-6-2","2,458.26","2,418.66","2,463.34","2,411.71","1.62B","1.21%"
"2022-6-1","2,428.96","2,403.35","2,441.39","2,395.97","1.62B","0.99%"
"2022-5-31","2,405.08","2,349.79","2,411.18","2,323.35","1.92B","2.33%"
"2022-5-30","2,350.38","2,338.35","2,359.58","2,323.82","1.21B","1.20%"
"2022-5-27","2,322.48","2,340.62","2,377.40","2,311.06","1.27B","0.06%"
"2022-5-26","2,321.13","2,329.43","2,343.21","2,283.44","1.49B","-0.19%"
"2022-5-25","2,325.60","2,320.78","2,332.96","2,303.15","1.24B","0.32%"
"2022-5-24","2,318.07","2,404.60","2,404.60","2,316.79","1.63B","-3.82%"
"2022-5-23","2,410.12","2,422.13","2,423.79","2,385.70","1.30B","-0.30%"
"2022-5-20","2,417.35","2,395.35","2,426.58","2,384.11","1.61B","1.69%"
"2022-5-19","2,377.13","2,329.96","2,377.31","2,325.67","1.32B","0.50%"
"2022-5-18","2,365.38","2,373.89","2,384.60","2,352.92","1.31B","-0.16%"
"2022-5-17","2,369.09","2,335.12","2,370.66","2,323.07","1.29B","1.62%"
"2022-5-16","2,331.23","2,376.64","2,395.75","2,328.74","1.19B","-1.14%"
"2022-5-13","2,358.16","2,367.55","2,373.30","2,334.37","1.13B","0.29%"
"2022-5-12","2,351.27","2,325.95","2,367.31","2,324.76","1.41B","0.22%"
"2022-5-11","2,346.15","2,280.96","2,401.10","2,275.27","2.22B","3.07%"
"2022-5-10","2,276.34","2,192.06","2,287.87","2,187.44","1.54B","2.17%"
"2022-5-9","2,228.07","2,236.17","2,263.12","2,213.58","1.14B","-0.75%"
"2022-5-6","2,244.97","2,227.68","2,274.39","2,222.49","1.39B","-1.90%"
"2022-5-5","2,288.40","2,263.92","2,317.17","2,242.96","1.72B","-1.33%"
"2022-4-29","2,319.14","2,247.70","2,322.97","2,221.99","2.37B","4.11%"
"2022-4-28","2,227.65","2,249.51","2,266.43","2,206.96","1.81B","-1.83%"
"2022-4-27","2,269.17","2,122.32","2,271.17","2,122.32","2.16B","5.52%"
"2022-4-26","2,150.51","2,172.80","2,218.56","2,149.60","1.90B","-0.85%"
"2022-4-25","2,169.00","2,240.04","2,262.77","2,168.90","2.05B","-5.56%"
"2022-4-22","2,296.60","2,299.16","2,321.14","2,279.78","1.49B","-0.69%"
"2022-4-21","2,312.46","2,352.22","2,378.34","2,298.75","1.58B","-2.17%"
"2022-4-20","2,363.65","2,440.30","2,443.31","2,357.91","1.44B","-3.66%"
"2022-4-19","2,453.55","2,484.52","2,510.41","2,444.59","1.18B","-1.38%"
"2022-4-18","2,487.77","2,435.85","2,491.60","2,410.86","1.23B","1.11%"
"2022-4-15","2,460.36","2,443.35","2,483.75","2,416.70","1.39B","-0.24%"
"2022-4-14","2,466.29","2,495.16","2,498.81","2,443.15","1.51B","-0.02%"
"2022-4-13","2,466.84","2,499.19","2,513.47","2,466.84","1.29B","-2.25%"
"2022-4-12","2,523.69","2,461.60","2,523.69","2,459.26","1.50B","2.50%"
"2022-4-11","2,462.04","2,536.15","2,536.15","2,455.46","1.54B","-4.20%"
"2022-4-8","2,569.91","2,578.74","2,609.35","2,546.51","1.43B","-0.33%"
"2022-4-7","2,578.53","2,611.98","2,632.10","2,576.53","1.42B","-2.10%"
"2022-4-6","2,633.91","2,662.28","2,662.62","2,615.92","1.35B","-1.24%"
"2022-4-1","2,666.97","2,641.75","2,687.15","2,632.98","1.50B","0.28%"
"2022-3-31","2,659.49","2,683.19","2,686.28","2,646.24","1.36B","-1.38%"
"2022-3-30","2,696.83","2,612.71","2,696.83","2,610.41","1.62B","4.02%"
"2022-3-29","2,592.67","2,603.42","2,633.45","2,581.38","1.24B","-0.06%"
"2022-3-28","2,594.13","2,622.47","2,622.59","2,576.23","1.23B","-1.66%"
"2022-3-25","2,637.94","2,702.65","2,714.15","2,637.94","1.27B","-2.52%"
"2022-3-24","2,706.21","2,697.43","2,725.28","2,655.92","1.37B","-0.36%"
"2022-3-23","2,715.95","2,707.57","2,725.56","2,682.13","1.27B","1.03%"
"2022-3-22","2,688.23","2,718.00","2,718.00","2,676.84","1.33B","-1.39%"
"2022-3-21","2,726.18","2,730.21","2,756.35","2,702.18","1.67B","0.46%"
"2022-3-18","2,713.79","2,693.15","2,725.69","2,668.93","1.61B","0.11%"
"2022-3-17","2,710.73","2,684.84","2,764.25","2,684.04","2.60B","2.87%"
"2022-3-16","2,635.08","2,549.15","2,639.93","2,478.44","2.64B","5.20%"
"2022-3-15","2,504.78","2,547.72","2,615.71","2,504.78","2.19B","-2.55%"
"2022-3-14","2,570.45","2,638.49","2,647.25","2,570.28","1.82B","-3.56%"
"2022-3-11","2,665.46","2,589.70","2,668.24","2,566.03","1.92B","1.15%"
"2022-3-10","2,635.19","2,645.36","2,664.58","2,625.60","1.80B","2.67%"
"2022-3-9","2,566.72","2,594.96","2,608.21","2,462.17","1.99B","-0.63%"
"2022-3-8","2,582.99","2,645.11","2,654.64","2,567.91","1.75B","-1.80%"
"2022-3-7","2,630.37","2,718.44","2,720.78","2,620.83","1.62B","-4.30%"
"2022-3-4","2,748.64","2,763.06","2,797.82","2,737.47","1.46B","-1.55%"
"2022-3-3","2,791.95","2,850.67","2,853.47","2,789.51","1.28B","-1.51%"
"2022-3-2","2,834.64","2,866.69","2,866.69","2,811.12","1.14B","-1.77%"
"2022-3-1","2,885.79","2,895.39","2,905.13","2,865.88","1.47B","0.16%"
"2022-2-28","2,881.31","2,844.82","2,881.31","2,834.54","1.40B","0.89%"
"2022-2-25","2,855.80","2,827.83","2,882.07","2,827.83","1.70B","2.58%"
"2022-2-24","2,783.90","2,817.80","2,852.72","2,746.62","2.13B","-2.11%"
"2022-2-23","2,843.87","2,770.21","2,845.08","2,770.21","1.73B","2.82%"
"2022-2-22","2,765.91","2,783.28","2,783.28","2,741.97","1.80B","-1.38%"
"2022-2-21","2,804.60","2,830.60","2,836.28","2,794.26","1.79B","-0.79%"
"2022-2-18","2,826.81","2,819.55","2,829.82","2,803.24","1.28B","-0.46%"
"2022-2-17","2,839.83","2,813.48","2,861.97","2,804.89","1.38B","0.76%"
"2022-2-16","2,818.40","2,829.65","2,841.33","2,808.27","1.33B","0.07%"
"2022-2-15","2,816.44","2,744.39","2,817.81","2,739.42","1.53B","3.09%"
"2022-2-14","2,732.01","2,723.51","2,776.23","2,710.88","1.75B","-0.52%"
"2022-2-11","2,746.38","2,800.75","2,811.78","2,742.51","1.64B","-2.84%"
"2022-2-10","2,826.52","2,891.30","2,891.30","2,796.90","1.48B","-1.98%"
"2022-2-9","2,883.60","2,844.84","2,887.73","2,818.39","1.50B","1.30%"
"2022-2-8","2,846.48","2,913.32","2,913.32","2,782.28","1.45B","-2.45%"
"2022-2-7","2,917.86","2,972.19","2,987.50","2,905.25","1.50B","0.31%"
"2022-1-28","2,908.94","2,945.72","2,962.77","2,882.67","1.37B","0.08%"
"2022-1-27","2,906.76","2,994.00","3,001.55","2,904.71","1.47B","-3.25%"
"2022-1-26","3,004.41","2,993.16","3,008.38","2,952.91","1.37B","0.99%"
"2022-1-25","2,974.96","3,035.82","3,055.88","2,974.96","1.80B","-2.67%"
"2022-1-24","3,056.43","3,011.63","3,071.06","3,010.20","1.54B","0.72%"
"2022-1-21","3,034.68","3,052.98","3,069.88","3,020.30","1.64B","-1.02%"
"2022-1-20","3,065.99","3,072.39","3,102.31","3,056.96","1.92B","-0.32%"
"2022-1-19","3,075.98","3,139.23","3,141.28","3,052.65","1.87B","-2.17%"
"2022-1-18","3,144.33","3,168.79","3,177.82","3,136.25","2.01B","-0.82%"
"2022-1-17","3,170.41","3,124.63","3,176.24","3,113.98","2.23B","1.63%"
"2022-1-14","3,119.41","3,059.14","3,128.25","3,057.94","2.04B","1.18%"
"2022-1-13","3,083.14","3,145.02","3,145.02","3,083.14","1.81B","-1.71%"
"2022-1-12","3,136.69","3,091.67","3,139.38","3,088.78","1.82B","2.64%"
"2022-1-11","3,056.15","3,094.70","3,103.83","3,050.59","1.78B","-1.28%"
"2022-1-10","3,095.69","3,082.78","3,115.47","3,051.53","1.84B","-0.04%"
"2022-1-7","3,096.88","3,137.07","3,147.23","3,093.21","1.87B","-0.98%"
"2022-1-6","3,127.48","3,133.05","3,150.11","3,093.04","1.98B","-1.08%"
"2022-1-5","3,161.51","3,242.44","3,245.76","3,145.05","2.39B","-2.73%"
"2022-1-4","3,250.16","3,348.13","3,349.45","3,238.24","2.36B","-2.18%"
"2021-12-31","3,322.67","3,342.19","3,353.57","3,315.07","1.48B","0.00%"
"2021-12-30","3,322.79","3,285.77","3,339.65","3,280.31","1.66B","1.25%"
"2021-12-29","3,281.90","3,326.08","3,326.21","3,281.90","1.48B","-1.40%"
"2021-12-28","3,328.56","3,300.31","3,331.32","3,280.07","1.64B","1.05%"
"2021-12-27","3,293.81","3,296.41","3,315.75","3,273.82","1.46B","-0.10%"
"2021-12-24","3,297.11","3,381.54","3,384.29","3,280.94","1.56B","-2.27%"
"2021-12-23","3,373.70","3,379.81","3,389.85","3,358.92","1.62B","0.15%"
"2021-12-22","3,368.70","3,360.28","3,379.08","3,354.38","1.91B","0.55%"
"2021-12-21","3,350.43","3,328.89","3,354.92","3,306.96","1.53B","0.53%"
"2021-12-20","3,332.61","3,420.86","3,434.09","3,327.79","1.78B","-2.96%"
"2021-12-17","3,434.34","3,480.51","3,486.24","3,427.02","1.92B","-1.61%"
"2021-12-16","3,490.45","3,479.18","3,491.18","3,467.73","1.86B","0.74%"
"2021-12-15","3,464.76","3,492.58","3,520.47","3,462.51","1.93B","-0.87%"
"2021-12-14","3,495.06","3,491.82","3,507.27","3,486.91","1.94B","-0.05%"
"2021-12-13","3,496.96","3,473.39","3,508.19","3,457.54","2.24B","0.87%"
"2021-12-10","3,466.80","3,431.29","3,485.08","3,429.57","2.18B","0.22%"
"2021-12-9","3,459.32","3,422.38","3,463.65","3,400.38","2.24B","1.01%"
"2021-12-8","3,424.70","3,388.32","3,428.23","3,378.28","1.76B","1.66%"
"2021-12-7","3,368.78","3,429.76","3,429.84","3,338.00","1.81B","-1.09%"
"2021-12-6","3,405.93","3,460.96","3,479.86","3,403.16","1.93B","-2.09%"
"2021-12-3","3,478.67","3,467.41","3,482.46","3,446.95","1.65B","0.34%"
"2021-12-2","3,466.91","3,464.92","3,487.94","3,456.31","2.08B","-0.19%"
"2021-12-1","3,473.37","3,492.44","3,501.33","3,459.51","2.12B","-0.64%"
"2021-11-30","3,495.59","3,520.29","3,520.29","3,472.58","1.98B","-0.22%"
"2021-11-29","3,503.41","3,455.61","3,522.50","3,455.61","2.10B","1.00%"
"2021-11-26","3,468.87","3,470.21","3,501.34","3,461.19","2.14B","-0.16%"
"2021-11-25","3,474.45","3,477.60","3,490.62","3,462.13","2.05B","-0.12%"
"2021-11-24","3,478.66","3,488.38","3,501.58","3,469.36","2.16B","-0.40%"
"2021-11-23","3,492.77","3,501.22","3,508.90","3,482.69","2.12B","-0.37%"
"2021-11-22","3,505.73","3,434.57","3,505.73","3,430.59","2.02B","2.54%"
"2021-11-19","3,418.96","3,385.83","3,419.75","3,378.38","1.79B","1.04%"
"2021-11-18","3,383.91","3,416.64","3,416.64","3,374.01","2.15B","-1.09%"
"2021-11-17","3,421.33","3,413.43","3,425.57","3,400.77","1.99B","0.81%"
"2021-11-16","3,393.71","3,400.34","3,423.52","3,389.55","2.39B","-0.24%"
"2021-11-15","3,401.87","3,435.62","3,435.68","3,387.53","2.22B","-0.82%"
"2021-11-12","3,430.14","3,436.26","3,446.04","3,409.48","2.13B","-0.09%"
"2021-11-11","3,433.24","3,396.65","3,443.96","3,393.98","2.32B","0.99%"
"2021-11-10","3,399.66","3,388.05","3,403.31","3,338.46","2.21B","-0.30%"
"2021-11-9","3,409.94","3,400.97","3,409.94","3,377.51","1.69B","0.88%"
"2021-11-8","3,380.29","3,353.89","3,393.39","3,341.60","2.02B","0.82%"
"2021-11-5","3,352.75","3,354.38","3,383.30","3,347.16","2.14B","-0.28%"
"2021-11-4","3,362.25","3,351.30","3,380.21","3,344.76","1.71B","1.06%"
"2021-11-3","3,327.09","3,334.41","3,363.75","3,301.44","1.59B","-0.37%"
"2021-11-2","3,339.60","3,329.41","3,373.18","3,307.50","1.92B","0.23%"
"2021-11-1","3,331.91","3,341.47","3,374.54","3,302.96","1.95B","-0.56%"
"2021-10-29","3,350.67","3,275.83","3,358.35","3,253.04","2.02B","2.21%"
"2021-10-28","3,278.36","3,301.91","3,335.93","3,266.31","1.54B","-0.92%"
"2021-10-27","3,308.96","3,321.64","3,324.35","3,283.73","1.84B","-0.56%"
"2021-10-26","3,327.54","3,370.79","3,370.79","3,322.19","2.03B","-0.33%"
"2021-10-25","3,338.62","3,303.22","3,342.22","3,302.49","1.59B","1.64%"
"2021-10-22","3,284.91","3,290.54","3,309.56","3,268.94","1.21B","0.17%"
"2021-10-21","3,279.49","3,286.27","3,304.00","3,256.85","1.21B","-0.17%"
"2021-10-20","3,285.12","3,304.55","3,320.33","3,276.82","1.34B","-0.37%"
"2021-10-19","3,297.29","3,293.80","3,310.02","3,273.54","1.39B","0.64%"
"2021-10-18","3,276.48","3,287.04","3,287.04","3,231.05","1.55B","0.00%"
"2021-10-15","3,276.32","3,198.89","3,284.65","3,187.40","1.45B","1.88%"
"2021-10-14","3,215.74","3,216.86","3,238.15","3,204.92","1.15B","0.17%"
"2021-10-13","3,210.16","3,141.42","3,211.34","3,140.02","1.23B","2.29%"
"2021-10-12","3,138.26","3,194.01","3,196.71","3,106.47","1.50B","-1.81%"
"2021-10-11","3,196.19","3,242.18","3,257.36","3,190.66","1.49B","-1.45%"
"2021-10-8","3,243.20","3,259.46","3,285.73","3,224.06","1.61B","-0.04%"
"2021-9-30","3,244.65","3,188.39","3,257.67","3,180.91","1.29B","2.19%"
"2021-9-29","3,175.15","3,181.98","3,209.69","3,165.49","1.45B","-1.13%"
"2021-9-28","3,211.45","3,219.38","3,272.94","3,202.62","1.36B","-0.62%"
"2021-9-27","3,231.58","3,228.07","3,280.30","3,211.61","2.01B","0.74%"
"2021-9-24","3,207.82","3,176.87","3,250.14","3,169.50","1.60B","0.80%"
"2021-9-23","3,182.47","3,197.26","3,210.64","3,160.58","1.61B","0.57%"
"2021-9-22","3,164.33","3,144.45","3,199.77","3,141.24","1.24B","-0.91%"
"2021-9-17","3,193.26","3,124.32","3,201.45","3,122.32","1.66B","2.06%"
"2021-9-16","3,128.84","3,199.46","3,199.46","3,127.79","1.90B","-2.24%"
"2021-9-15","3,200.40","3,233.15","3,234.13","3,185.65","1.78B","-1.12%"
"2021-9-14","3,236.55","3,199.41","3,275.94","3,197.90","2.01B","1.32%"
"2021-9-13","3,194.27","3,231.39","3,260.33","3,183.44","2.17B","-1.17%"
"2021-9-10","3,232.01","3,207.86","3,241.87","3,189.97","2.07B","0.31%"
"2021-9-9","3,221.94","3,224.45","3,244.07","3,174.03","2.06B","0.06%"
"2021-9-8","3,219.95","3,259.53","3,282.45","3,215.47","2.66B","-0.97%"
"2021-9-7","3,251.49","3,222.43","3,256.53","3,203.68","2.10B","0.72%"
"2021-9-6","3,228.09","3,106.26","3,231.57","3,085.15","2.29B","4.06%"
"2021-9-3","3,102.15","3,150.30","3,165.21","3,088.78","2.20B","-1.17%"
"2021-9-2","3,138.80","3,181.26","3,200.04","3,133.76","1.97B","-1.51%"
"2021-9-1","3,186.85","3,214.17","3,222.47","3,128.27","2.22B","-0.85%"
"2021-8-31","3,214.12","3,273.81","3,273.81","3,181.35","2.14B","-1.76%"
"2021-8-30","3,271.80","3,275.97","3,316.63","3,249.86","2.17B","0.45%"
"2021-8-27","3,257.07","3,259.15","3,296.68","3,243.18","1.82B","-0.23%"
"2021-8-26","3,264.45","3,361.91","3,368.65","3,262.68","1.82B","-2.51%"
"2021-8-25","3,348.66","3,330.81","3,348.89","3,295.46","1.86B","0.54%"
"2021-8-24","3,330.58","3,301.86","3,351.93","3,269.86","2.04B","1.12%"
"2021-8-23","3,293.77","3,218.97","3,296.36","3,202.81","2.11B","3.16%"
"2021-8-20","3,192.90","3,256.49","3,265.63","3,162.76","2.12B","-2.61%"
"2021-8-19","3,278.36","3,259.09","3,304.43","3,231.36","1.78B","0.92%"
"2021-8-18","3,248.37","3,238.26","3,269.22","3,219.05","1.97B","0.75%"
"2021-8-17","3,224.15","3,311.95","3,326.08","3,211.24","2.10B","-2.34%"
"2021-8-16","3,301.39","3,330.82","3,346.80","3,288.04","1.78B","-1.31%"
"2021-8-13","3,345.13","3,360.52","3,432.82","3,328.70","1.81B","-1.22%"
"2021-8-12","3,386.43","3,413.52","3,439.41","3,379.42","1.90B","-1.47%"
"2021-8-11","3,437.06","3,457.79","3,471.94","3,422.86","1.85B","-0.91%"
"2021-8-10","3,468.67","3,453.85","3,470.97","3,422.38","1.93B","0.34%"
"2021-8-9","3,456.75","3,455.70","3,466.88","3,412.86","1.96B","-0.98%"
"2021-8-6","3,490.90","3,539.97","3,548.34","3,469.12","2.07B","-1.18%"
"2021-8-5","3,532.50","3,547.84","3,569.84","3,507.03","2.34B","-0.86%"
"2021-8-4","3,563.13","3,463.73","3,564.27","3,445.05","2.39B","2.47%"
"2021-8-3","3,477.23","3,490.86","3,517.10","3,447.14","2.77B","-0.46%"
"2021-8-2","3,493.36","3,448.26","3,500.33","3,399.64","2.60B","1.55%"
"2021-7-30","3,440.18","3,454.03","3,479.38","3,402.33","2.33B","-0.56%"
"2021-7-29","3,459.72","3,375.33","3,467.90","3,338.13","2.32B","5.32%"
"2021-7-28","3,284.92","3,204.31","3,306.50","3,157.99","2.21B","1.61%"
"2021-7-27","3,232.84","3,384.46","3,423.45","3,232.84","2.46B","-4.11%"
"2021-7-26","3,371.23","3,450.90","3,464.74","3,292.20","2.35B","-2.84%"
"2021-7-23","3,469.87","3,539.42","3,542.28","3,461.62","2.19B","-2.10%"
"2021-7-22","3,544.44","3,572.44","3,576.12","3,512.72","2.08B","-0.44%"
"2021-7-21","3,560.05","3,480.70","3,568.70","3,473.15","2.29B","2.78%"
"2021-7-20","3,463.79","3,431.00","3,491.05","3,418.76","1.55B","0.41%"
"2021-7-19","3,449.53","3,438.20","3,482.09","3,420.40","1.90B","0.49%"
"2021-7-16","3,432.65","3,525.27","3,525.27","3,428.98","1.80B","-2.96%"
"2021-7-15","3,537.39","3,476.11","3,537.39","3,453.35","1.87B","1.40%"
"2021-7-14","3,488.63","3,491.42","3,539.55","3,464.92","2.04B","-0.75%"
"2021-7-13","3,514.98","3,518.53","3,560.88","3,478.27","2.17B","-0.56%"
"2021-7-12","3,534.76","3,453.01","3,554.07","3,426.01","2.64B","3.68%"
"2021-7-9","3,409.31","3,413.02","3,428.30","3,334.27","1.90B","-0.69%"
"2021-7-8","3,432.96","3,435.31","3,469.60","3,418.70","2.22B","0.69%"
"2021-7-7","3,409.59","3,278.13","3,419.70","3,261.32","1.78B","3.57%"
"2021-7-6","3,291.99","3,359.26","3,367.75","3,240.87","1.78B","-1.79%"
"2021-7-5","3,352.12","3,332.49","3,387.10","3,318.34","1.80B","0.55%"
"2021-7-2","3,333.90","3,429.61","3,429.61","3,329.82","1.84B","-3.52%"
"2021-7-1","3,455.36","3,486.78","3,500.74","3,431.77","1.84B","-0.63%"
"2021-6-30","3,477.18","3,418.81","3,484.19","3,389.96","1.50B","2.08%"
"2021-6-29","3,406.24","3,438.88","3,445.87","3,392.63","1.67B","-0.19%"
"2021-6-28","3,412.86","3,356.22","3,422.73","3,345.21","1.64B","1.95%"
"2021-6-25","3,347.70","3,288.27","3,355.88","3,286.27","1.76B","2.09%"
"2021-6-24","3,279.16","3,326.33","3,328.56","3,260.03","1.60B","-1.20%"
"2021-6-23","3,318.95","3,288.76","3,341.96","3,266.90","1.84B","1.13%"
"2021-6-22","3,281.99","3,273.63","3,291.18","3,220.42","1.59B","0.35%"
"2021-6-21","3,270.58","3,235.69","3,288.74","3,205.36","1.69B","0.97%"
"2021-6-18","3,239.23","3,210.14","3,260.73","3,198.29","1.55B","1.59%"
"2021-6-17","3,188.59","3,133.91","3,197.54","3,133.91","1.49B","2.01%"
"2021-6-16","3,125.70","3,258.60","3,258.69","3,122.81","1.81B","-4.18%"
"2021-6-15","3,262.19","3,298.21","3,306.44","3,240.52","1.64B","-1.10%"
"2021-6-11","3,298.50","3,305.53","3,320.26","3,266.36","2.35B","0.40%"
