"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019-12-31","8,733.07","8,681.33","8,735.43","8,674.38","112.90M","0.27%"
"2019-12-30","8,709.73","8,766.39","8,768.30","8,671.92","103.89M","-0.70%"
"2019-12-27","8,770.98","8,805.86","8,811.10","8,749.86","101.44M","-0.08%"
"2019-12-26","8,778.31","8,717.95","8,778.33","8,716.03","92.59M","0.91%"
"2019-12-24","8,699.51","8,705.30","8,708.23","8,684.12","50.47M","0.04%"
"2019-12-23","8,696.01","8,703.06","8,710.90","8,690.15","130.53M","0.20%"
"2019-12-20","8,678.49","8,666.57","8,687.66","8,656.48","465.71M","0.43%"
"2019-12-19","8,641.29","8,592.68","8,642.74","8,592.68","166.60M","0.71%"
"2019-12-18","8,580.62","8,587.20","8,608.10","8,578.56","165.63M","0.06%"
"2019-12-17","8,575.70","8,586.33","8,592.45","8,564.15","155.21M","0.06%"
"2019-12-16","8,570.33","8,544.26","8,584.78","8,542.42","178.13M","0.97%"
"2019-12-13","8,487.71","8,461.42","8,517.52","8,441.89","168.75M","0.25%"
"2019-12-12","8,466.89","8,391.92","8,493.11","8,380.09","189.66M","0.76%"
"2019-12-11","8,402.61","8,371.65","8,408.08","8,361.37","131.86M","0.58%"
"2019-12-10","8,354.29","8,364.55","8,392.89","8,339.37","130.55M","-0.10%"
"2019-12-9","8,362.74","8,388.75","8,425.77","8,359.87","134.36M","-0.41%"
"2019-12-6","8,397.37","8,370.23","8,405.85","8,365.25","127.30M","1.07%"
"2019-12-5","8,308.40","8,321.19","8,321.19","8,272.83","125.93M","0.14%"
"2019-12-4","8,296.53","8,291.86","8,316.45","8,285.88","137.57M","0.51%"
"2019-12-3","8,254.74","8,201.63","8,258.41","8,167.35","162.29M","-0.66%"
"2019-12-2","8,309.26","8,409.87","8,409.87","8,274.61","144.81M","-1.12%"
"2019-11-29","8,403.68","8,422.02","8,435.96","8,402.13","80.47M","-0.49%"
"2019-11-27","8,444.71","8,407.24","8,445.60","8,399.63","114.02M","0.70%"
"2019-11-26","8,385.75","8,374.26","8,398.04","8,364.11","233.83M","0.17%"
"2019-11-25","8,371.93","8,309.55","8,372.82","8,309.55","154.32M","1.21%"
"2019-11-22","8,272.05","8,287.25","8,292.11","8,229.49","126.47M","0.08%"
"2019-11-21","8,265.62","8,273.95","8,282.33","8,242.22","145.46M","-0.22%"
"2019-11-20","8,283.75","8,315.55","8,339.26","8,226.25","271.48M","-0.66%"
"2019-11-19","8,338.74","8,357.43","8,357.80","8,308.27","155.13M","0.12%"
"2019-11-18","8,328.48","8,303.22","8,340.41","8,274.68","151.11M","0.16%"
"2019-11-15","8,315.52","8,303.84","8,315.90","8,284.20","184.10M","0.70%"
